index,raw_id,skin_id,owner,x,y,z,angle_rad,variation,flags,hitpoints,mana,custom_team_color,waygate,creation_number,city_index,region_id,region_name
34,h00N,h00N,24,4416.0,-4992.0,213.25,4.712389,0,2,-1,-1,-1,-1,34,46,15,Serbia
35,h00N,h00N,24,5248.0,-5568.0,213.25,4.712389,0,2,-1,-1,-1,-1,35,47,15,Serbia
36,h00N,h00N,24,5952.0,-6848.0,213.25,4.712389,0,2,-1,-1,-1,-1,36,48,16,North Macedonia
37,h00N,h00N,24,5440.0,-7872.0,213.25,4.712389,0,2,-1,-1,-1,-1,37,49,16,North Macedonia
38,h00N,h00N,24,4736.0,-8768.0,213.25,4.712389,0,2,-1,-1,-1,-1,38,56,19,Albania
39,h00N,h00N,24,7168.0,-7616.0,212.40625,4.712389,0,2,-1,-1,-1,-1,39,64,23,Greece
40,h00N,h00N,24,6464.0,-9472.0,213.01562,4.712389,0,2,-1,-1,-1,-1,40,65,23,Greece
41,h00N,h00N,24,5504.0,-9536.0,213.25,4.712389,0,2,-1,-1,-1,-1,41,66,23,Greece
42,h00N,h00N,24,6784.0,-6016.0,213.25,4.712389,0,2,-1,-1,-1,-1,42,55,18,Bulgaria
43,h00N,h00N,24,7808.0,-5952.0,213.25,4.712389,0,2,-1,-1,-1,-1,43,54,18,Bulgaria
44,h00N,h00N,24,5184.0,-3968.0,213.25,4.712389,0,2,-1,-1,-1,-1,44,52,17,Romania
45,h00N,h00N,24,6144.0,-4864.0,213.25,4.712389,0,2,-1,-1,-1,-1,45,53,17,Romania
46,h00N,h00N,24,7616.0,-4672.0,213.25,4.712389,0,2,-1,-1,-1,-1,46,51,17,Romania
47,h00N,h00N,24,6528.0,-3456.0,213.25,4.712389,0,2,-1,-1,-1,-1,47,50,17,Romania
48,h00N,h00N,24,7296.0,-2496.0,213.25,4.712389,0,2,-1,-1,-1,-1,48,69,24,Moldova
49,h00N,h00N,24,8384.0,-3136.0,213.25,4.712389,0,2,-1,-1,-1,-1,49,68,24,Moldova
50,h00N,h00N,24,6080.0,-2048.0,213.25,4.712389,0,2,-1,-1,-1,-1,50,40,14,Ukraine
51,h00N,h00N,24,5696.0,-1024.0,213.25,4.712389,0,2,-1,-1,-1,-1,51,41,14,Ukraine
52,h00N,h00N,24,7232.0,-832.0,213.25,4.712389,0,2,-1,-1,-1,-1,52,42,14,Ukraine
53,h00N,h00N,24,9344.0,-1984.0,213.25,4.712389,0,2,-1,-1,-1,-1,53,43,14,Ukraine
54,h00N,h00N,24,10240.0,-384.0,213.25,4.712389,0,2,-1,-1,-1,-1,54,44,14,Ukraine
55,h00N,h00N,24,11328.0,-1664.0,213.25,4.712389,0,2,-1,-1,-1,-1,55,45,14,Ukraine
56,h00N,h00N,24,10048.0,-9280.0,213.25,4.712389,0,2,-1,-1,-1,-1,56,72,25,Turkey
57,h00N,h00N,24,11072.0,-7168.0,213.25,4.712389,0,2,-1,-1,-1,-1,57,71,25,Turkey
58,h00N,h00N,24,12288.0,-8192.0,213.25,4.712389,0,2,-1,-1,-1,-1,58,73,25,Turkey
59,h00N,h00N,24,16704.0,-6080.0,213.25,4.712389,0,2,-1,-1,-1,-1,59,74,25,Turkey
60,h00N,h00N,24,15424.0,-7360.0,213.25,4.712389,0,2,-1,-1,-1,-1,60,75,25,Turkey
61,h00N,h00N,24,16064.0,-4096.0,213.25,4.712389,0,2,-1,-1,-1,-1,61,77,26,Georgia
62,h00N,h00N,24,14976.0,-3648.0,213.25,4.712389,0,2,-1,-1,-1,-1,62,78,26,Georgia
63,h00N,h00N,24,17472.0,-9664.0,213.25,4.712389,0,2,-1,-1,-1,-1,63,80,27,Syria
64,h00N,h00N,24,16064.0,-9408.0,213.25,4.712389,0,2,-1,-1,-1,-1,64,79,27,Syria
65,h00N,h00N,24,16512.0,-10880.0,213.25,4.712389,0,2,-1,-1,-1,-1,65,81,27,Syria
66,h00N,h00N,24,14784.0,-9600.0,213.25,4.712389,0,2,-1,-1,-1,-1,66,82,28,Lebanon
67,h00N,h00N,24,14976.0,-11136.0,213.25,4.712389,0,2,-1,-1,-1,-1,67,83,28,Lebanon
68,h00N,h00N,24,15808.0,-12224.0,213.25,4.712389,0,2,-1,-1,-1,-1,68,192,62,Palestine
69,h00N,h00N,24,14976.0,-13440.0,213.25,4.712389,0,2,-1,-1,-1,-1,69,84,29,Israel
70,h00N,h00N,24,17344.0,-12480.0,213.25,4.712389,0,2,-1,-1,-1,-1,70,86,30,Jordan
71,h00N,h00N,24,17728.0,-13440.0,213.25,4.712389,0,2,-1,-1,-1,-1,71,87,30,Jordan
72,h00N,h00N,24,16128.0,-14272.0,213.25,4.712389,0,2,-1,-1,-1,-1,72,88,30,Jordan
73,h00N,h00N,24,14400.0,-14784.0,213.15625,4.712389,0,2,-1,-1,-1,-1,73,89,31,Egypt
74,h00N,h00N,24,12544.0,-14080.0,213.25,4.712389,0,2,-1,-1,-1,-1,74,90,31,Egypt
75,h00N,h00N,24,12928.0,-15104.0,213.25,4.712389,0,2,-1,-1,-1,-1,75,91,31,Egypt
76,h00N,h00N,24,9408.0,-15104.0,213.25,4.712389,0,2,-1,-1,-1,-1,76,92,31,Egypt
77,h00N,h00N,24,7680.0,-14528.0,213.25,4.712389,0,2,-1,-1,-1,-1,77,93,32,Lybia
78,h00N,h00N,24,6208.0,-15040.0,213.25,4.712389,0,2,-1,-1,-1,-1,78,94,32,Lybia
79,h00N,h00N,24,-1408.0,-13824.0,213.25,4.712389,0,2,-1,-1,-1,-1,79,97,33,Tunisia
80,h00N,h00N,24,-3648.0,-14144.0,213.25,4.712389,0,2,-1,-1,-1,-1,80,98,34,Algeria
81,h00N,h00N,24,-5760.0,-15040.0,213.25,4.712389,0,2,-1,-1,-1,-1,81,99,34,Algeria
82,h00N,h00N,24,-7360.0,-14336.0,213.25,4.712389,0,2,-1,-1,-1,-1,82,100,34,Algeria
83,h00N,h00N,24,-8832.0,-15104.0,213.25,4.712389,0,2,-1,-1,-1,-1,83,101,35,Morocco
84,h00N,h00N,24,-10688.0,-14080.0,213.25,4.712389,0,2,-1,-1,-1,-1,84,102,35,Morocco
85,h00N,h00N,24,-11328.0,-9600.0,213.25,4.712389,0,2,-1,-1,-1,-1,85,139,46,Portugal
86,h00N,h00N,24,-10624.0,-7296.0,213.25,4.712389,0,2,-1,-1,-1,-1,86,138,46,Portugal
87,h00N,h00N,24,-9728.0,-10240.0,213.25,4.712389,0,2,-1,-1,-1,-1,87,136,45,Spain
88,h00N,h00N,24,-9408.0,-8192.0,213.25,4.712389,0,2,-1,-1,-1,-1,88,135,45,Spain
89,h00N,h00N,24,-6976.0,-8384.0,213.25,4.712389,0,2,-1,-1,-1,-1,89,132,45,Spain
90,h00N,h00N,24,-7616.0,-6976.0,213.25,4.712389,0,2,-1,-1,-1,-1,90,133,45,Spain
91,h00N,h00N,24,-10112.0,-5952.0,213.0625,4.712389,0,2,-1,-1,-1,-1,91,134,45,Spain
92,h00N,h00N,24,-5504.0,-6272.0,213.25,4.712389,0,2,-1,-1,-1,-1,92,130,44,France
93,h00N,h00N,24,-5440.0,-5120.0,213.25,4.712389,0,2,-1,-1,-1,-1,93,127,44,France
94,h00N,h00N,24,-3584.0,-5568.0,213.25,4.712389,0,2,-1,-1,-1,-1,94,129,44,France
95,h00N,h00N,24,-3520.0,-3776.0,213.25,4.712389,0,2,-1,-1,-1,-1,95,126,44,France
96,h00N,h00N,24,-4800.0,-3136.0,213.25,4.712389,0,2,-1,-1,-1,-1,96,124,44,France
97,h00N,h00N,24,-6336.0,-3456.0,213.25,4.712389,0,2,-1,-1,-1,-1,97,125,44,France
98,h00N,h00N,24,-2432.0,-4160.0,213.25,4.712389,0,2,-1,-1,-1,-1,98,177,55,Switzerland
99,h00N,h00N,24,-1280.0,-4352.0,213.25,4.712389,0,2,-1,-1,-1,-1,99,178,55,Switzerland
100,h00N,h00N,24,-1856.0,-5440.0,213.25,4.712389,0,2,-1,-1,-1,-1,100,112,40,Italy
101,h00N,h00N,24,-448.0,-6272.0,213.25,4.712389,0,2,-1,-1,-1,-1,101,113,40,Italy
102,h00N,h00N,24,448.0,-7296.0,213.25,4.712389,0,2,-1,-1,-1,-1,102,114,40,Italy
103,h00N,h00N,24,1408.0,-8256.0,212.3125,4.712389,0,2,-1,-1,-1,-1,103,115,40,Italy
104,h00N,h00N,24,-3072.0,-2368.0,213.25,4.712389,0,2,-1,-1,-1,-1,104,122,43,Belgium
105,h00N,h00N,24,-3200.0,-1024.0,213.25,4.712389,0,2,-1,-1,-1,-1,105,118,41,Netherlands
106,h00N,h00N,24,-2368.0,-128.0,213.03125,4.712389,0,2,-1,-1,-1,-1,106,116,41,Netherlands
107,h00N,h00N,24,-960.0,1408.0,213.0625,4.712389,0,2,-1,-1,-1,-1,107,119,42,Denmark
108,h00N,h00N,24,-1088.0,2560.0,209.0625,4.712389,0,2,-1,-1,-1,-1,108,120,42,Denmark
109,h00N,h00N,24,-1856.0,5056.0,213.25,4.712389,0,2,-1,-1,-1,-1,109,165,52,Norway
110,h00N,h00N,24,-768.0,5312.0,213.25,4.712389,0,2,-1,-1,-1,-1,110,164,52,Norway
111,h00N,h00N,24,-640.0,7232.0,213.25,4.712389,0,2,-1,-1,-1,-1,111,162,52,Norway
112,h00N,h00N,24,576.0,10112.0,213.25,4.712389,0,2,-1,-1,-1,-1,112,161,52,Norway
113,h00N,h00N,24,1728.0,12224.0,213.25,4.712389,0,2,-1,-1,-1,-1,113,160,52,Norway
114,h00N,h00N,24,1856.0,10240.0,213.25,4.712389,0,2,-1,-1,-1,-1,114,171,53,Sweden
115,h00N,h00N,24,1216.0,8704.0,213.25,4.712389,0,2,-1,-1,-1,-1,115,170,53,Sweden
116,h00N,h00N,24,576.0,6400.0,213.25,4.712389,0,2,-1,-1,-1,-1,116,169,53,Sweden
117,h00N,h00N,24,512.0,3392.0,213.25,4.712389,0,2,-1,-1,-1,-1,117,168,53,Sweden
118,h00N,h00N,24,3968.0,11584.0,213.25,4.712389,0,2,-1,-1,-1,-1,118,172,54,Finland
119,h00N,h00N,24,4800.0,10368.0,213.25,4.712389,0,2,-1,-1,-1,-1,119,173,54,Finland
120,h00N,h00N,24,4480.0,8448.0,213.25,4.712389,0,2,-1,-1,-1,-1,120,175,54,Finland
121,h00N,h00N,24,4096.0,6848.0,213.25,4.712389,0,2,-1,-1,-1,-1,121,176,54,Finland
122,h00N,h00N,24,6272.0,12224.0,213.25,4.712389,0,2,-1,-1,-1,-1,122,35,13,Northwestern District (Russia)
123,h00N,h00N,24,18048.0,6720.0,213.25,4.712389,0,2,-1,-1,-1,-1,123,206,67,Volga District (Russia)
124,h00N,h00N,24,10624.0,11776.0,213.25,4.712389,0,2,-1,-1,-1,-1,124,37,13,Northwestern District (Russia)
125,h00N,h00N,24,10688.0,9984.0,213.25,4.712389,0,2,-1,-1,-1,-1,125,38,13,Northwestern District (Russia)
126,h00N,h00N,24,8640.0,3264.0,213.25,4.712389,0,2,-1,-1,-1,-1,126,201,66,Central District (Russia)
127,h00N,h00N,24,10496.0,1536.0,213.25,4.712389,0,2,-1,-1,-1,-1,127,202,66,Central District (Russia)
128,h00N,h00N,24,14848.0,1216.0,213.25,4.712389,0,2,-1,-1,-1,-1,128,198,65,Southern District (Russia)
129,h00N,h00N,24,14400.0,-1856.0,213.25,4.712389,0,2,-1,-1,-1,-1,129,197,65,Southern District (Russia)
130,h00N,h00N,24,15424.0,5376.0,213.25,4.712389,0,2,-1,-1,-1,-1,130,207,67,Volga District (Russia)
131,h00N,h00N,24,12288.0,8448.0,213.25,4.712389,0,2,-1,-1,-1,-1,131,39,13,Northwestern District (Russia)
132,h00N,h00N,24,-6528.0,256.0,213.25,4.712389,0,2,-1,-1,-1,-1,132,142,47,England
133,h00N,h00N,24,-6784.0,1600.0,213.25,4.712389,0,2,-1,-1,-1,-1,133,143,47,England
134,h00N,h00N,24,-7040.0,3200.0,205.8125,4.712389,0,2,-1,-1,-1,-1,134,144,47,England
135,h00N,h00N,24,-8000.0,4672.0,207.51562,4.712389,0,2,-1,-1,-1,-1,135,184,58,Scotland
136,h00N,h00N,24,-11136.0,2368.0,213.25,4.712389,0,2,-1,-1,-1,-1,136,145,48,Ireland
137,h00N,h00N,24,-6592.0,9344.0,210.75,4.712389,0,2,-1,-1,-1,-1,137,149,49,Iceland
138,h00N,h00N,24,-7936.0,9792.0,210.75,4.712389,0,2,-1,-1,-1,-1,138,148,49,Iceland
139,h00N,h00N,24,-9152.0,14912.0,213.25,4.712389,0,2,-1,-1,-1,-1,139,154,50,Greenland
140,h00N,h00N,24,-11520.0,14272.0,213.25,4.712389,0,2,-1,-1,-1,-1,140,152,50,Greenland
141,h00N,h00N,24,-576.0,14912.0,213.25,4.712389,0,2,-1,-1,-1,-1,141,158,51,Svalbard
142,h00N,h00N,24,5056.0,5312.0,213.0625,4.712389,0,2,-1,-1,-1,-1,142,25,9,Estonia
143,h00N,h00N,24,5440.0,3520.0,213.25,4.712389,0,2,-1,-1,-1,-1,143,27,10,Latvia
144,h00N,h00N,24,5312.0,2048.0,213.25,4.712389,0,2,-1,-1,-1,-1,144,29,11,Lithuania
145,h00N,h00N,24,4160.0,2496.0,213.25,4.712389,0,2,-1,-1,-1,-1,145,30,11,Lithuania
146,h00N,h00N,24,4096.0,1344.0,213.25,4.712389,0,2,-1,-1,-1,-1,146,31,12,Kaliningrad
147,h00N,h00N,24,6912.0,2560.0,213.25,4.712389,0,2,-1,-1,-1,-1,147,18,5,Belarus
148,h00N,h00N,24,6912.0,1472.0,213.25,4.712389,0,2,-1,-1,-1,-1,148,17,5,Belarus
149,h00N,h00N,24,7680.0,512.0,213.25,4.712389,0,2,-1,-1,-1,-1,149,16,5,Belarus
150,h00N,h00N,24,5376.0,384.0,213.25,4.712389,0,2,-1,-1,-1,-1,150,15,5,Belarus
151,h00O,h00O,24,-2272.0,2464.0,139.5,4.712389,0,2,-1,-1,-1,-1,151,121,42,Denmark
152,h00O,h00O,24,-2464.0,3680.0,139.5,4.712389,0,2,-1,-1,-1,-1,152,166,52,Norway
153,h00O,h00O,24,1760.0,3040.0,139.5,4.712389,0,2,-1,-1,-1,-1,153,167,53,Sweden
154,h00O,h00O,24,3104.0,3616.0,139.5,4.712389,0,2,-1,-1,-1,-1,154,28,10,Latvia
155,h00O,h00O,24,2976.0,1952.0,139.5,4.712389,0,2,-1,-1,-1,-1,155,32,12,Kaliningrad
156,h00O,h00O,24,4128.0,4640.0,139.5,4.712389,0,2,-1,-1,-1,-1,156,26,9,Estonia
157,h00O,h00O,24,6048.0,6112.0,139.5,4.712389,0,2,-1,-1,-1,-1,157,33,13,Northwestern District (Russia)
158,h00O,h00O,24,10464.0,-4128.0,139.5,4.712389,0,2,-1,-1,-1,-1,158,191,61,Crimea
159,h00O,h00O,24,13024.0,-3808.0,139.5,4.712389,0,2,-1,-1,-1,-1,159,196,65,Southern District (Russia)
160,h00O,h00O,24,13408.0,-10272.0,139.5,4.712389,0,2,-1,-1,-1,-1,160,108,38,Cyprus
161,h00O,h00O,24,12576.0,-11808.0,139.5,4.712389,0,2,-1,-1,-1,-1,161,109,38,Cyprus
162,h00O,h00O,24,13856.0,-12320.0,139.85156,4.712389,0,2,-1,-1,-1,-1,162,85,29,Israel
163,h00O,h00O,24,11360.0,-10336.0,139.5,4.712389,0,2,-1,-1,-1,-1,163,76,25,Turkey
164,h00O,h00O,24,8864.0,-11680.0,139.33594,4.712389,0,2,-1,-1,-1,-1,164,105,36,Crete
165,h00O,h00O,24,7008.0,-12192.0,133.99219,4.712389,0,2,-1,-1,-1,-1,165,104,36,Crete
166,h00O,h00O,24,5088.0,-14112.0,139.5,4.712389,0,2,-1,-1,-1,-1,166,95,32,Lybia
167,h00O,h00O,24,6112.0,-11232.0,139.5,4.712389,0,2,-1,-1,-1,-1,167,67,23,Greece
168,h00O,h00O,24,8800.0,-7392.0,139.5,4.712389,0,2,-1,-1,-1,-1,168,70,25,Turkey
169,h00O,h00O,24,2400.0,-12896.0,139.5,4.712389,0,2,-1,-1,-1,-1,169,111,39,Malta
170,h00O,h00O,24,1248.0,-11616.0,128.75,4.712389,0,2,-1,-1,-1,-1,170,182,57,Sicily
171,h00N,h00N,24,896.0,-13120.0,213.64062,4.712389,0,2,-1,-1,-1,-1,171,110,39,Malta
172,h00O,h00O,24,-160.0,-14496.0,139.5,4.712389,0,2,-1,-1,-1,-1,172,96,33,Tunisia
173,h00O,h00O,24,-12320.0,-14368.0,139.5,4.712389,0,2,-1,-1,-1,-1,173,103,35,Morocco
174,h00O,h00O,24,-12000.0,-7968.0,139.5,4.712389,0,2,-1,-1,-1,-1,174,140,46,Portugal
175,h00O,h00O,24,-2400.0,-7456.0,159.07031,4.712389,0,2,-1,-1,-1,-1,175,106,37,Sardinia
176,h00O,h00O,24,-1376.0,-8928.0,153.10156,4.712389,0,2,-1,-1,-1,-1,176,107,37,Sardinia
177,h00O,h00O,24,3680.0,-7904.0,139.5,4.712389,0,2,-1,-1,-1,-1,177,57,19,Albania
178,h00O,h00O,24,-3168.0,480.0,139.5,4.712389,0,2,-1,-1,-1,-1,178,117,41,Netherlands
179,h00O,h00O,24,-4384.0,-608.0,139.5,4.712389,0,2,-1,-1,-1,-1,179,123,43,Belgium
180,h00O,h00O,24,-6944.0,-4704.0,139.5,4.712389,0,2,-1,-1,-1,-1,180,128,44,France
181,h00O,h00O,24,-8352.0,-672.0,139.5,4.712389,0,2,-1,-1,-1,-1,181,141,47,England
182,h00O,h00O,24,-6432.0,4960.0,139.5,4.712389,0,2,-1,-1,-1,-1,182,183,58,Scotland
183,h00O,h00O,24,-10208.0,4000.0,139.5,4.712389,0,2,-1,-1,-1,-1,183,147,48,Ireland
184,h00O,h00O,24,-11488.0,800.0,139.5,4.712389,0,2,-1,-1,-1,-1,184,146,48,Ireland
185,h00O,h00O,24,-7200.0,7968.0,133.0,4.712389,0,2,-1,-1,-1,-1,185,151,49,Iceland
186,h00O,h00O,24,-5920.0,10464.0,136.5,4.712389,0,2,-1,-1,-1,-1,186,150,49,Iceland
187,h00O,h00O,24,-1760.0,14496.0,139.48438,4.712389,0,2,-1,-1,-1,-1,187,159,51,Svalbard
188,h00O,h00O,24,-6624.0,13472.0,139.5,4.712389,0,2,-1,-1,-1,-1,188,155,50,Greenland
189,h00O,h00O,24,-12704.0,12768.0,139.5,4.712389,0,2,-1,-1,-1,-1,189,153,50,Greenland
190,h00O,h00O,24,-1760.0,7904.0,139.5,4.712389,0,2,-1,-1,-1,-1,190,163,52,Norway
191,h00O,h00O,24,6880.0,10464.0,139.5,4.712389,0,2,-1,-1,-1,-1,191,36,13,Northwestern District (Russia)
192,h00O,h00O,24,-4384.0,-7008.0,139.5,4.712389,0,2,-1,-1,-1,-1,192,131,44,France
193,h00O,h00O,24,-6688.0,-10272.0,139.5,4.712389,0,2,-1,-1,-1,-1,193,137,45,Spain
194,h00O,h00O,24,3424.0,9184.0,139.5,4.712389,0,2,-1,-1,-1,-1,194,174,54,Finland
195,h00N,h00N,24,9280.0,6208.0,213.25,4.712389,0,2,-1,-1,-1,-1,195,34,13,Northwestern District (Russia)
196,h00N,h00N,24,3968.0,-2304.0,213.25,4.712389,0,2,-1,-1,-1,-1,196,11,3,Slovakia
197,h00N,h00N,24,3136.0,-3776.0,213.25,4.712389,0,2,-1,-1,-1,-1,199,21,7,Hungary
198,h00N,h00N,24,4416.0,-3200.0,213.25,4.712389,0,2,-1,-1,-1,-1,198,22,7,Hungary
199,h00N,h00N,24,2752.0,-2624.0,213.25,4.712389,0,2,-1,-1,-1,-1,197,12,3,Slovakia
200,sloc,sloc,12,-3008.0,11072.0,76.75,4.712389,12,2,-1,-1,-1,-1,200,,,
201,sloc,sloc,13,-3008.0,11072.0,76.75,4.712389,13,2,-1,-1,-1,-1,19,,,
202,sloc,sloc,14,-3008.0,11072.0,76.75,4.712389,14,2,-1,-1,-1,-1,201,,,
203,sloc,sloc,15,-3008.0,11072.0,76.75,4.712389,15,2,-1,-1,-1,-1,202,,,
204,sloc,sloc,16,-3008.0,11072.0,76.75,4.712389,16,2,-1,-1,-1,-1,203,,,
205,sloc,sloc,17,-3008.0,11072.0,76.75,4.712389,17,2,-1,-1,-1,-1,204,,,
206,sloc,sloc,18,-3008.0,11072.0,76.75,4.712389,18,2,-1,-1,-1,-1,205,,,
207,sloc,sloc,19,-3008.0,11072.0,76.75,4.712389,19,2,-1,-1,-1,-1,206,,,
208,sloc,sloc,20,-3008.0,11072.0,76.75,4.712389,20,2,-1,-1,-1,-1,207,,,
209,sloc,sloc,21,-3008.0,11072.0,76.75,4.712389,21,2,-1,-1,-1,-1,208,,,
210,sloc,sloc,22,-3008.0,11072.0,76.75,4.712389,22,2,-1,-1,-1,-1,209,,,
211,sloc,sloc,23,-3008.0,11072.0,76.75,4.712389,23,2,-1,-1,-1,-1,210,,,
212,h00N,h00N,24,-10368.0,12672.0,209.90625,4.712389,0,2,-1,-1,-1,-1,212,156,50,Greenland
213,h00N,h00N,24,-8448.0,13696.0,212.8125,4.712389,0,2,-1,-1,-1,-1,213,157,50,Greenland
214,h00N,h00N,24,3264.0,13504.0,213.25,4.712389,0,2,-1,-1,-1,-1,214,179,56,Sami
215,h00N,h00N,24,4160.0,13056.0,213.25,4.712389,0,2,-1,-1,-1,-1,215,180,56,Sami
216,h00N,h00N,24,320.0,-10368.0,212.67188,4.712389,0,2,-1,-1,-1,-1,211,181,57,Sicily
217,h00D,h00D,27,-9664.0,1728.0,76.75,4.712389,0,2,-1,-1,-1,-1,216,,,
218,h00N,h00N,24,-8512.0,1216.0,186.0,4.712389,0,2,-1,-1,-1,-1,220,187,59,Wales
219,h00N,h00N,24,-7552.0,5952.0,203.0,4.712389,0,2,-1,-1,-1,-1,218,185,58,Scotland
220,h00N,h00N,24,-8000.0,2304.0,179.29688,4.712389,0,2,-1,-1,-1,-1,219,186,59,Wales
221,h00O,h00O,24,11936.0,15584.0,139.5,4.712389,0,2,-1,-1,-1,-1,217,188,60,Novaya Zemlya
222,h00N,h00N,24,10496.0,16064.0,211.375,4.712389,0,2,-1,-1,-1,-1,221,189,60,Novaya Zemlya
223,h00N,h00N,24,18176.0,15616.0,213.25,4.712389,0,2,-1,-1,-1,-1,234,210,68,Siberia
224,h00N,h00N,24,18432.0,-3584.0,213.25,4.712389,0,2,-1,-1,-1,-1,223,195,64,Azerbaijan
225,h00N,h00N,24,17472.0,-4352.0,213.25,4.712389,0,2,-1,-1,-1,-1,225,194,64,Azerbaijan
226,h00N,h00N,24,18432.0,-5888.0,213.25,4.712389,0,2,-1,-1,-1,-1,226,193,63,Armenia
227,h00N,h00N,24,16704.0,1088.0,213.20312,4.712389,0,2,-1,-1,-1,-1,227,200,65,Southern District (Russia)
228,h00N,h00N,24,17088.0,-1152.0,213.25,4.712389,0,2,-1,-1,-1,-1,228,199,65,Southern District (Russia)
229,h00N,h00N,24,13056.0,2496.0,212.90625,4.712389,0,2,-1,-1,-1,-1,229,205,66,Central District (Russia)
230,h00N,h00N,24,17984.0,3840.0,213.25,4.712389,0,2,-1,-1,-1,-1,230,208,67,Volga District (Russia)
231,h00N,h00N,24,12864.0,5632.0,213.25,4.712389,0,2,-1,-1,-1,-1,231,203,66,Central District (Russia)
232,h00N,h00N,24,11264.0,3968.0,213.25,4.712389,0,2,-1,-1,-1,-1,232,204,66,Central District (Russia)
233,h00N,h00N,24,16576.0,15744.0,213.25,4.712389,0,2,-1,-1,-1,-1,233,209,68,Siberia
234,h00N,h00N,24,11200.0,-3328.0,206.78125,4.712389,0,2,-1,-1,-1,-1,222,190,61,Crimea
235,h00N,h00N,24,14144.0,9344.0,213.25,4.712389,0,2,-1,-1,-1,-1,235,211,69,Moscov (Russia)
