index,raw_id,skin_id,x,y,angle_deg,creation_number,city_index,region_id,region_name,source_offset
47,h00N,h00N,11328.0,-1664.0,270.0,55,45,14,Ukraine,151910
48,h00N,h00N,10048.0,-9280.0,270.0,56,72,25,Turkey,151995
49,h00N,h00N,11072.0,-7168.0,270.0,57,71,25,Turkey,152080
50,h00N,h00N,12288.0,-8192.0,270.0,58,73,25,Turkey,152165
51,h00N,h00N,16704.0,-6080.0,270.0,59,74,25,Turkey,152250
52,h00N,h00N,15424.0,-7360.0,270.0,60,75,25,Turkey,152335
53,h00N,h00N,16064.0,-4096.0,270.0,61,77,26,Georgia,152420
54,h00N,h00N,14976.0,-3648.0,270.0,62,78,26,Georgia,152505
55,h00N,h00N,17472.0,-9664.0,270.0,63,80,27,Syria,152590
56,h00N,h00N,16064.0,-9408.0,270.0,64,79,27,Syria,152675
57,h00N,h00N,16512.0,-10880.0,270.0,65,81,27,Syria,152760
58,h00N,h00N,14784.0,-9600.0,270.0,66,82,28,Lebanon,152846
59,h00N,h00N,14976.0,-11136.0,270.0,67,83,28,Lebanon,152931
60,h00N,h00N,15808.0,-12224.0,270.0,68,188,62,Palestine,153017
61,h00N,h00N,14976.0,-13440.0,270.0,69,84,29,Israel,153103
62,h00N,h00N,17344.0,-12480.0,270.0,70,86,30,Jordan,153189
63,h00N,h00N,17728.0,-13440.0,270.0,71,87,30,Jordan,153275
64,h00N,h00N,16128.0,-14272.0,270.0,72,88,30,Jordan,153361
65,h00N,h00N,14400.0,-14784.0,270.0,73,89,31,Egypt,153447
66,h00N,h00N,12480.0,-14080.0,270.0,74,90,31,Egypt,153533
67,h00N,h00N,12928.0,-15104.0,270.0,75,91,31,Egypt,153619
68,h00N,h00N,9408.0,-15104.0,270.0,76,92,31,Egypt,153705
69,h00N,h00N,7680.0,-14528.0,270.0,77,93,32,Lybia,153790
70,h00N,h00N,6208.0,-15040.0,270.0,78,94,32,Lybia,153875
71,h00N,h00N,-1408.0,-13824.0,270.0,79,97,33,Tunisia,153960
72,h00N,h00N,-3648.0,-14144.0,270.0,80,98,34,Algeria,154046
73,h00N,h00N,-5760.0,-15040.0,270.0,81,99,34,Algeria,154132
74,h00N,h00N,-7360.0,-14336.0,270.0,82,100,34,Algeria,154218
75,h00N,h00N,-8832.0,-15104.0,270.0,83,101,35,Morocco,154304
76,h00N,h00N,-10688.0,-14080.0,270.0,84,102,35,Morocco,154390
77,h00N,h00N,-11328.0,-9600.0,270.0,85,139,46,Portugal,154477
78,h00N,h00N,-10624.0,-7296.0,270.0,86,138,46,Portugal,154563
79,h00N,h00N,-9728.0,-10240.0,270.0,87,136,45,Spain,154649
80,h00N,h00N,-9408.0,-8192.0,270.0,88,135,45,Spain,154735
81,h00N,h00N,-6976.0,-8384.0,270.0,89,132,45,Spain,154820
82,h00N,h00N,-7616.0,-6976.0,270.0,90,133,45,Spain,154905
83,h00N,h00N,-10112.0,-5952.0,270.0,91,134,45,Spain,154990
84,h00N,h00N,-5504.0,-6272.0,270.0,92,130,44,France,155076
85,h00N,h00N,-5440.0,-5120.0,270.0,93,127,44,France,155161
86,h00N,h00N,-3584.0,-5568.0,270.0,94,129,44,France,155246
87,h00N,h00N,-3520.0,-3776.0,270.0,95,126,44,France,155331
88,h00N,h00N,-4800.0,-3136.0,270.0,96,124,44,France,155416
89,h00N,h00N,-6336.0,-3456.0,270.0,97,125,44,France,155501
90,h00N,h00N,-2432.0,-4160.0,270.0,98,173,55,Switzerland,155586
91,h00N,h00N,-1280.0,-4352.0,270.0,99,174,55,Switzerland,155671
92,h00N,h00N,-1856.0,-5440.0,270.0,100,112,40,Italy,155756
93,h00N,h00N,-448.0,-6272.0,270.0,101,113,40,Italy,155841
94,h00N,h00N,448.0,-7296.0,270.0,102,114,40,Italy,155925
95,h00N,h00N,1408.0,-8256.0,270.0,103,115,40,Italy,156008
96,h00N,h00N,-3072.0,-2368.0,270.0,104,122,43,Belgium,156092
97,h00N,h00N,-3200.0,-1024.0,270.0,105,118,41,Netherlands,156177
98,h00N,h00N,-2368.0,-128.0,270.0,106,116,41,Netherlands,156262
99,h00N,h00N,-960.0,1408.0,270.0,107,119,42,Denmark,156346
100,h00N,h00N,-1088.0,2560.0,270.0,108,120,42,Denmark,156429
101,h00N,h00N,-1856.0,5056.0,270.0,109,161,52,Norway,156513
102,h00N,h00N,-768.0,5312.0,270.0,110,160,52,Norway,156597
103,h00N,h00N,-640.0,7232.0,270.0,111,158,52,Norway,156680
104,h00N,h00N,576.0,10112.0,270.0,112,157,52,Norway,156763
105,h00N,h00N,1728.0,12224.0,270.0,113,156,52,Norway,156846
106,h00N,h00N,1856.0,10240.0,270.0,114,167,53,Sweden,156930
107,h00N,h00N,1216.0,8704.0,270.0,115,166,53,Sweden,157014
108,h00N,h00N,576.0,6400.0,270.0,116,165,53,Sweden,157097
109,h00N,h00N,512.0,3392.0,270.0,117,164,53,Sweden,157179
110,h00N,h00N,3968.0,11584.0,270.0,118,168,54,Finland,157261
111,h00N,h00N,4800.0,10368.0,270.0,119,169,54,Finland,157345
112,h00N,h00N,4480.0,8448.0,270.0,120,171,54,Finland,157429
113,h00N,h00N,4096.0,6848.0,270.0,121,172,54,Finland,157512
114,h00N,h00N,6272.0,12224.0,270.0,122,35,13,Northwestern District (Russia),157595
115,h00N,h00N,18048.0,6720.0,270.0,123,202,67,Volga District (Russia),157679
116,h00N,h00N,10624.0,11776.0,270.0,124,37,13,Northwestern District (Russia),157763
117,h00N,h00N,10688.0,9984.0,270.0,125,38,13,Northwestern District (Russia),157848
118,h00N,h00N,8640.0,3264.0,270.0,126,197,66,Central District (Russia),157932
119,h00N,h00N,10496.0,1536.0,270.0,127,198,66,Central District (Russia),158015
120,h00N,h00N,14848.0,1216.0,270.0,128,194,65,Southern District (Russia),158099
121,h00N,h00N,14400.0,-1856.0,270.0,129,193,65,Southern District (Russia),158183
122,h00N,h00N,15424.0,5376.0,270.0,130,203,67,Volga District (Russia),158268
123,h00N,h00N,12288.0,8448.0,270.0,131,39,13,Northwestern District (Russia),158352
124,h00N,h00N,-6528.0,256.0,270.0,132,142,47,England,158436
125,h00N,h00N,-6784.0,1600.0,270.0,133,143,47,England,158519
126,h00N,h00N,-7040.0,3200.0,270.0,134,144,47,England,158603
127,h00N,h00N,-8000.0,4672.0,270.0,135,180,58,Scotland,158687
128,h00N,h00N,-11136.0,2368.0,270.0,136,145,48,Ireland,158771
129,h00N,h00N,-6592.0,9344.0,270.0,137,149,49,Iceland,158856
130,h00N,h00N,-7936.0,9792.0,270.0,138,148,49,Iceland,158940
131,h00N,h00N,-8768.0,15232.0,270.0,139,212,71,National Park,159024
132,h00N,h00N,-11584.0,14400.0,270.0,140,209,70,Disko Bay,159109
133,h00N,h00N,-576.0,14912.0,270.0,141,154,51,Svalbard,159195
134,h00N,h00N,5056.0,5312.0,270.0,142,25,9,Estonia,159279
135,h00N,h00N,5440.0,3520.0,270.0,143,27,10,Latvia,159362
136,h00N,h00N,5312.0,2048.0,270.0,144,29,11,Lithuania,159445
137,h00N,h00N,4160.0,2496.0,270.0,145,30,11,Lithuania,159528
138,h00N,h00N,4096.0,1344.0,270.0,146,31,12,Kaliningrad,159611
139,h00N,h00N,6912.0,2560.0,270.0,147,18,5,Belarus,159694
140,h00N,h00N,6912.0,1472.0,270.0,148,17,5,Belarus,159777
141,h00N,h00N,7680.0,512.0,270.0,149,16,5,Belarus,159860
142,h00N,h00N,5376.0,384.0,270.0,150,15,5,Belarus,159942
143,h00O,h00O,-2272.0,2464.0,270.0,151,121,42,Denmark,160024
144,h00O,h00O,-2464.0,3680.0,270.0,152,162,52,Norway,160108
145,h00O,h00O,1760.0,3040.0,270.0,153,163,53,Sweden,160192
146,h00O,h00O,3104.0,3616.0,270.0,154,28,10,Latvia,160275
147,h00O,h00O,2976.0,1952.0,270.0,155,32,12,Kaliningrad,160358
148,h00O,h00O,4128.0,4640.0,270.0,156,26,9,Estonia,160441
149,h00O,h00O,6048.0,6112.0,270.0,157,33,13,Northwestern District (Russia),160524
150,h00O,h00O,10464.0,-4128.0,270.0,158,187,61,Crimea,160607
151,h00O,h00O,13024.0,-3808.0,270.0,159,192,65,Southern District (Russia),160692
152,h00O,h00O,13408.0,-10272.0,270.0,160,108,38,Cyprus,160777
153,h00O,h00O,12576.0,-11808.0,270.0,161,109,38,Cyprus,160863
154,h00O,h00O,13856.0,-12320.0,270.0,162,85,29,Israel,160949
155,h00O,h00O,11360.0,-10336.0,270.0,163,76,25,Turkey,161035
156,h00O,h00O,8864.0,-11680.0,270.0,164,105,36,Crete,161121
157,h00O,h00O,7008.0,-12192.0,270.0,165,104,36,Crete,161206
158,h00O,h00O,5088.0,-14112.0,270.0,166,95,32,Lybia,161291
159,h00O,h00O,6112.0,-11232.0,270.0,167,67,23,Greece,161376
160,h00O,h00O,8800.0,-7392.0,270.0,168,70,25,Turkey,161461
161,h00O,h00O,2400.0,-12896.0,270.0,169,111,39,Malta,161545
162,h00O,h00O,1248.0,-11616.0,270.0,170,178,57,Sicily,161630
163,h00N,h00N,896.0,-13120.0,270.0,171,110,39,Malta,161715
164,h00O,h00O,-160.0,-14496.0,270.0,172,96,33,Tunisia,161799
165,h00O,h00O,-12320.0,-14368.0,270.0,173,103,35,Morocco,161884
166,h00N,h00N,-11328.0,-8192.0,270.0,174,140,46,Portugal,161971
167,h00O,h00O,-2400.0,-7456.0,270.0,175,106,37,Sardinia,162057
168,h00O,h00O,-1376.0,-8928.0,270.0,176,107,37,Sardinia,162142
169,h00O,h00O,3680.0,-7904.0,270.0,177,57,19,Albania,162227
170,h00O,h00O,-3168.0,480.0,270.0,178,117,41,Netherlands,162311
171,h00O,h00O,-4384.0,-608.0,270.0,179,123,43,Belgium,162394
172,h00O,h00O,-6944.0,-4704.0,270.0,180,128,44,France,162478
173,h00O,h00O,-8352.0,-672.0,270.0,181,141,47,England,162563
174,h00O,h00O,-6432.0,4960.0,270.0,182,179,58,Scotland,162647
175,h00O,h00O,-10208.0,4000.0,270.0,183,147,48,Ireland,162731
176,h00O,h00O,-11488.0,800.0,270.0,184,146,48,Ireland,162816
177,h00O,h00O,-7200.0,7968.0,270.0,185,151,49,Iceland,162900
178,h00O,h00O,-5920.0,10464.0,270.0,186,150,49,Iceland,162984
179,h00O,h00O,-1760.0,14496.0,270.0,187,155,51,Svalbard,163069
180,h00O,h00O,-5600.0,14048.0,270.0,188,152,50,East Greenland,163154
181,h00O,h00O,-11040.0,12960.0,270.0,189,211,70,Disko Bay,163239
182,h00O,h00O,-1760.0,7904.0,270.0,190,159,52,Norway,163325
183,h00O,h00O,6880.0,10464.0,270.0,191,36,13,Northwestern District (Russia),163409
184,h00O,h00O,-4384.0,-7008.0,270.0,192,131,44,France,163493
185,h00O,h00O,-6688.0,-10272.0,270.0,193,137,45,Spain,163578
186,h00O,h00O,3424.0,9184.0,270.0,194,170,54,Finland,163664
187,h00N,h00N,9280.0,6208.0,270.0,195,34,13,Northwestern District (Russia),163747
188,h00N,h00N,3968.0,-2304.0,270.0,196,11,3,Slovakia,163830
189,h00N,h00N,2752.0,-2624.0,270.0,197,12,3,Slovakia,163914
190,h00N,h00N,4416.0,-3200.0,270.0,198,22,7,Hungary,163998
191,h00N,h00N,3136.0,-3776.0,270.0,199,21,7,Hungary,164082
192,h00N,h00N,320.0,-10368.0,270.0,211,177,57,Sicily,164166
193,h00N,h00N,-10432.0,15104.0,270.0,212,210,70,Disko Bay,164250
194,h00N,h00N,-6016.0,15424.0,270.0,213,153,50,East Greenland,164336
195,h00N,h00N,3264.0,13504.0,270.0,214,175,56,Sami,164421
196,h00N,h00N,4160.0,13056.0,270.0,215,176,56,Sami,164505
197,h00O,h00O,11936.0,15584.0,270.0,217,184,60,Novaya Zemlya,164589
198,h00N,h00N,-7552.0,5952.0,270.0,218,181,58,Scotland,164674
199,h00N,h00N,-8000.0,2304.0,270.0,219,182,59,Wales,164758
200,h00N,h00N,-8512.0,1216.0,270.0,220,183,59,Wales,164842
201,h00N,h00N,10496.0,16064.0,270.0,221,185,60,Novaya Zemlya,164926
202,h00N,h00N,11456.0,-3264.0,270.0,222,186,61,Crimea,165011
203,h00N,h00N,18432.0,-3584.0,270.0,223,191,64,Azerbaijan,165096
204,h00N,h00N,17472.0,-4352.0,270.0,225,190,64,Azerbaijan,165181
205,h00N,h00N,18432.0,-5888.0,270.0,226,189,63,Armenia,165266
206,h00N,h00N,16704.0,1088.0,270.0,227,196,65,Southern District (Russia),165351
207,h00N,h00N,17088.0,-1152.0,270.0,228,195,65,Southern District (Russia),165435
208,h00N,h00N,13056.0,2496.0,270.0,229,201,66,Central District (Russia),165520
209,h00N,h00N,17984.0,3840.0,270.0,230,204,67,Volga District (Russia),165604
210,h00N,h00N,12864.0,5632.0,270.0,231,199,66,Central District (Russia),165688
211,h00N,h00N,11264.0,3968.0,270.0,232,200,66,Central District (Russia),165772
212,h00N,h00N,-7936.0,14336.0,270.0,241,213,71,National Park,165856
213,h00N,h00N,-9472.0,13696.0,270.0,242,214,71,National Park,165941
214,h00N,h00N,-12736.0,14976.0,270.0,243,215,72,Avannaata,166026
215,h00N,h00N,-12352.0,13120.0,270.0,244,216,72,Avannaata,166112
216,h00T,h00T,-29632.0,-13952.0,270.0,245,217,73,Belize,166198
217,h00T,h00T,-29120.0,-15232.0,270.0,246,218,73,Belize,166285
218,h00O,h00O,-28064.0,-14624.0,270.0,247,219,73,Belize,166372
219,h00T,h00T,-29440.0,-12544.0,270.0,248,220,74,Yucatan,166459
220,h00O,h00O,-28512.0,-11424.0,270.0,249,221,74,Yucatan,166546
221,h00T,h00T,-19712.0,-11776.0,270.0,250,207,69,Dominican Republic,166633
222,h00T,h00T,-21760.0,-12160.0,270.0,251,205,68,Haiti,166720
223,h00T,h00T,-21696.0,-11072.0,270.0,252,206,68,Haiti,166807
224,h00T,h00T,-24512.0,-9600.0,270.0,253,224,76,Cuba,166894
225,h00T,h00T,-25088.0,-6528.0,270.0,254,227,77,Florida,166980
226,h00T,h00T,-25280.0,-5184.0,270.0,255,228,77,Florida,167066
227,h00T,h00T,-25984.0,-4160.0,270.0,256,229,77,Florida,167152
228,h00T,h00T,-27200.0,-3392.0,270.0,257,234,79,Georgia,167238
229,h00T,h00T,-27712.0,-2176.0,270.0,258,233,79,Georgia,167324
230,h00T,h00T,-29696.0,-2560.0,270.0,259,231,78,Alabama,167410
231,h00T,h00T,-29504.0,-3968.0,270.0,260,232,78,Alabama,167496
232,h00O,h00O,-24480.0,-2464.0,270.0,261,235,80,South Carolina,167582
233,h00T,h00T,-26368.0,-1920.0,270.0,262,236,80,South Carolina,167668
234,h00T,h00T,-24960.0,-512.0,270.0,263,242,83,North Carolina,167754
235,h00T,h00T,-26752.0,-704.0,270.0,264,241,83,North Carolina,167839
236,h00T,h00T,-28160.0,-768.0,270.0,265,240,82,Tennessee,167924
237,h00T,h00T,-29632.0,-1152.0,270.0,266,239,82,Tennessee,168009
238,h00T,h00T,-27904.0,896.0,270.0,267,243,84,Kentucky,168095
239,h00T,h00T,-29568.0,640.0,270.0,268,244,84,Kentucky,168179
240,h00T,h00T,-28928.0,1856.0,270.0,269,245,84,Kentucky,168263
241,h00T,h00T,-26880.0,1984.0,270.0,270,252,88,West Virginia,168348
242,h00T,h00T,-26048.0,640.0,270.0,271,246,85,Virginia,168433
243,h00T,h00T,-24512.0,1024.0,270.0,272,247,85,Virginia,168517
244,h00T,h00T,-25344.0,2240.0,270.0,273,250,87,Maryland,168602
245,h00T,h00T,-24640.0,3264.0,270.0,274,251,87,Maryland,168687
246,h00T,h00T,-23680.0,3200.0,270.0,275,248,86,Delaware,168772
247,h00T,h00T,-22848.0,3904.0,270.0,276,259,90,Pennsylvania,168857
248,h00T,h00T,-25664.0,4544.0,270.0,277,258,90,Pennsylvania,168942
249,h00T,h00T,-25984.0,3072.0,270.0,278,253,88,West Virginia,169027
250,h00T,h00T,-27648.0,3392.0,270.0,279,254,89,Ohio,169112
251,h00T,h00T,-29376.0,3008.0,270.0,280,255,89,Ohio,169197
252,h00T,h00T,-29056.0,4480.0,270.0,281,256,89,Ohio,169282
253,h00T,h00T,-27008.0,5056.0,270.0,282,257,89,Ohio,169367
254,h00T,h00T,-29504.0,5824.0,270.0,283,265,93,Michigan,169452
255,h00T,h00T,-29184.0,7424.0,270.0,284,264,93,Michigan,169537
256,h00T,h00T,-27648.0,6144.0,270.0,285,283,97,Ontario,169622
257,h00T,h00T,-23488.0,5120.0,270.0,286,261,91,New York,169707
258,h00T,h00T,-24832.0,5888.0,270.0,287,260,91,New York,169792
259,h00T,h00T,-22336.0,5824.0,270.0,288,262,92,Vermont,169877
260,h00T,h00T,-23104.0,6592.0,270.0,289,263,92,Vermont,169962
261,h00T,h00T,-21632.0,6848.0,270.0,290,266,94,Maine,170047
262,h00T,h00T,-22208.0,7936.0,270.0,291,267,94,Maine,170132
263,h00T,h00T,-20928.0,8000.0,270.0,292,268,95,Nova Scotia,170217
264,h00T,h00T,-20160.0,6528.0,270.0,293,269,95,Nova Scotia,170302
265,h00T,h00T,-19264.0,8768.0,270.0,294,270,95,Nova Scotia,170387
266,h00T,h00T,-26112.0,6720.0,270.0,295,282,97,Ontario,170472
267,h00T,h00T,-29056.0,8896.0,270.0,296,278,97,Ontario,170557
268,h00T,h00T,-27584.0,8704.0,270.0,297,279,97,Ontario,170642
269,h00T,h00T,-27968.0,10496.0,270.0,298,280,97,Ontario,170727
270,h00T,h00T,-29184.0,11520.0,270.0,299,281,97,Ontario,170813
271,h00T,h00T,-26304.0,10688.0,270.0,300,272,96,Quebec,170899
272,h00T,h00T,-25856.0,8320.0,270.0,301,273,96,Quebec,170985
273,h00T,h00T,-23936.0,7936.0,270.0,302,274,96,Quebec,171070
274,h00T,h00T,-23040.0,10048.0,270.0,303,275,96,Quebec,171155
275,h00T,h00T,-24384.0,10496.0,270.0,304,276,96,Quebec,171241
276,h00T,h00T,-22080.0,11648.0,270.0,305,286,98,Newfoundland,171327
277,h00O,h00O,-20832.0,12064.0,270.0,306,285,98,Newfoundland,171413
278,h00T,h00T,-22336.0,12800.0,270.0,307,284,98,Newfoundland,171499
279,h00T,h00T,-25344.0,12480.0,270.0,308,277,96,Quebec,171585
280,h00T,h00T,-29504.0,15936.0,270.0,309,287,99,Nunavut,171671
281,h00O,h00O,-15136.0,12320.0,270.0,310,293,100,West Greenland,171757
282,h00N,h00N,-14336.0,14016.0,270.0,311,289,100,West Greenland,171843
283,h00N,h00N,-14080.0,15360.0,270.0,312,290,100,West Greenland,171929
284,h00N,h00N,-15680.0,15104.0,270.0,313,291,100,West Greenland,172015
285,h00N,h00N,-15680.0,13568.0,270.0,314,292,100,West Greenland,172101
286,h00O,h00O,-28768.0,14304.0,270.0,315,288,99,Nunavut,172187
287,h00O,h00O,-19104.0,6752.0,270.0,316,271,95,Nova Scotia,172273
288,h00O,h00O,-23008.0,2016.0,270.0,317,249,86,Delaware,172358
289,h00O,h00O,-20832.0,-2080.0,270.0,318,237,81,Bermuda,172443
290,h00O,h00O,-20000.0,-3552.0,270.0,319,238,81,Bermuda,172529
291,h00O,h00O,-24736.0,-12768.0,270.0,320,222,75,Jamaica,172615
292,h00O,h00O,-26528.0,-12320.0,270.0,321,223,75,Jamaica,172702
293,h00O,h00O,-19872.0,-10720.0,270.0,322,208,69,Dominican Republic,172789
294,h00O,h00O,-24032.0,-10912.0,270.0,323,225,76,Cuba,172876
295,h00O,h00O,-26976.0,-9120.0,270.0,324,226,76,Cuba,172963
296,h00O,h00O,-27872.0,-4896.0,270.0,325,230,77,Florida,173049
297,h00D,h00D,-9664.0,1728.0,270.0,216,,,,173328
